ind	wgs	vlp.id	contig	Inducer	length	circularity	contig.length	unmmaped.reads.number	vlp.coverage	orf.number	uniprot.total.orf.number	uniprot.species	uniprot.species.orf.number	wgs.contig	pident	ind.len	wgs.len	alignment.len	ind.phage.total	ind.total	vlp.reads.number	vlp.total	shot.maptowgs.total	shotgun.total	shotgun.total.2	ratio
EN3984	wgs8	D3984	EN3984.contig3	No inducer	3316	circular	3316	378	0.999999	5	1	Wolbachia phage WO	1	wgs8.contig44	100	3316	3302	3176	30779	298580	0	7246360	4256	8879628	6171168	0.000479299
LN3894	wgs15	D3894	LN3894.contig5	No inducer	5253	circular	5253	1503	0.999999	7	1	Cellulophaga phage phiSM	1	wgs15.contig18	100	5253	5270	3600	117665	162544	0	7246360	2797	8103910	2787650	0.000345142
DM3400	wgs22	D3400	DM3400.contig16	Mitomycin C	4254	non-circular	4254	6	0.910673	5	1	Bacillus phage 0305phi8-36	1	NA	NA	NA	NA	NA	325	2382644	0	10292330	9753467	9846934	9770662	0.99050801
LM3570	wgs11	D3570	LM3570.contig1	Mitomycin C	8298	non-circular	8298	0	NA	6	1	Human endogenous retrovirus W	1	NA	NA	NA	NA	NA	2	111066	0	9661064	2517665	2922434	1119716	0.861495931
LM3570	wgs11	D3570	LM3570.contig11	Mitomycin C	3338	non-circular	3338	4	0.947573	3	1	Mimivirus AB-566-O17	1	NA	NA	NA	NA	NA	183	111066	0	9661064	2517665	2922434	1119716	0.861495931
LM3570	wgs11	D3570	LM3570.contig13	Mitomycin C	3166	non-circular	3166	12	0.999053	3	1	Catovirus CTV1	1	NA	NA	NA	NA	NA	1006	111066	0	9661064	2517665	2922434	1119716	0.861495931
LN3570	wgs11	D3570	LN3570.contig12	No inducer	3204	non-circular	3204	48	0.977216	4	1	Clostridium phage vB_CpeS-CP51	1	wgs11.contig2	99.97	3204	737364	3072	1729	57846	0	9661064	2517665	2922434	1119716	0.861495931
LN3570	wgs11	D3570	LN3570.contig8	No inducer	3995	non-circular	3995	407	1	4	1	Moumouvirus	1	NA	NA	NA	NA	NA	14478	57846	0	9661064	2517665	2922434	1119716	0.861495931
LN3570	wgs11	D3570	LN3570.contig9	No inducer	3971	non-circular	3971	0	NA	4	1	Lymphocystis disease virus - isolate China	1	NA	NA	NA	NA	NA	2	57846	0	9661064	2517665	2922434	1119716	0.861495931
DM3754	wgs24	D3754	DM3754.contig10	Mitomycin C	3316	non-circular	3316	4	0.93275	4	1	Bacillus phage proCM3	1	wgs24.contig60	99.97	3316	24577	3316	296	2941598	27	12377160	3904731	5460912	4230680	0.715032764
DM3754	wgs24	D3754	DM3754.contig11	Mitomycin C	3299	non-circular	3299	3	0.900273	4	1	Klosneuvirus KNV1	1	wgs24.contig35	100	3299	56079	3299	241	2941598	935	12377160	3904731	5460912	4230680	0.715032764
DM3754	wgs24	D3754	DM3754.contig5	Mitomycin C	4255	non-circular	4255	14	0.979084	6	1	Bacillus phage proCM3	1	wgs24.contig60	100	4255	24577	4255	405	2941598	23	12377160	3904731	5460912	4230680	0.715032764
DM3754	wgs24	D3754	DM3754.contig8	Mitomycin C	3873	non-circular	3873	11	0.944746	4	1	Trichoplusia ni ascovirus 2c	1	wgs24.contig35	99.78	3873	56079	3718	316	2941598	749	12377160	3904731	5460912	4230680	0.715032764
LM3651	wgs12	D3651	LM3651.contig8	Mitomycin C	3800	non-circular	3800	90	1	3	1	Mycobacterium virus Gaia	1	wgs12.contig822	100	3800	1868	1868	4445	75018	0	11044108	1439076	7695824	5127024	0.186994401
LM3654	wgs13	D3654	LM3654.contig5	Mitomycin C	6272	non-circular	6272	4	0.907685	6	1	Bacillus virus G	1	wgs13.contig4	100	6272	424287	6272	334	209382	55	10610270	929376	5669372	4582092	0.163929268
LM3654	wgs13	D3654	LM3654.contig8	Mitomycin C	4231	non-circular	4231	12	0.980383	4	1	Salicola phage SCTP-2	1	wgs13.contig4	100	4231	424287	4231	316	209382	169	10610270	929376	5669372	4582092	0.163929268
LM3654	wgs13	D3654	LM3654.contig9	Mitomycin C	3699	non-circular	3699	3	0.882401	4	1	Bacillus thuringiensis phage MZTP02	1	wgs13.contig4	100	3699	424287	3699	148	209382	12	10610270	929376	5669372	4582092	0.163929268
LN3654	wgs13	D3654	LN3654.contig11	No inducer	3084	non-circular	3084	2	0.882296	4	1	Salicola phage SCTP-2	1	wgs13.contig4	99.9	3084	424287	3084	145	147448	134	10610270	929376	5669372	4582092	0.163929268
LN3654	wgs13	D3654	LN3654.contig5	No inducer	3625	non-circular	3625	3	0.784552	4	1	Cedratvirus lausannensis	1	wgs13.contig4	100	3625	424287	3625	162	147448	214	10610270	929376	5669372	4582092	0.163929268
DNM3951	wgs25	D3951	DNM3951.contig12	No inducer	5518	non-circular	5518	12	0.922435	5	1	Cedratvirus A11	1	wgs25.contig12	99.98	5518	143857	5518	417	2719292	29	8458284	866608	9746080	6326444	0.088918622
DNM3951	wgs25	D3951	DNM3951.contig13	No inducer	5398	non-circular	5398	12	0.996851	6	1	Acinetobacter phage Ab105-3phi	1	wgs25.contig15	99.98	5398	119824	5398	533	2719292	44	8458284	866608	9746080	6326444	0.088918622
DNM3951	wgs25	D3951	DNM3951.contig25	No inducer	3031	non-circular	3031	17	0.988123	3	1	Escherichia phage D6	1	wgs25.contig15	100	3031	119824	3031	697	2719292	56	8458284	866608	9746080	6326444	0.088918622
DNM3951	wgs25	D3951	DNM3951.contig8	No inducer	8257	non-circular	8257	21	0.997336	6	1	Musca hytrovirus	1	wgs25.contig15	100	8257	119824	8257	1427	2719292	126	8458284	866608	9746080	6326444	0.088918622
EN3894	wgs7	D3894	EN3894.contig4	No inducer	5100	non-circular	5100	2318	0.999999	6	1	Cellulophaga phage phiSM	1	wgs7.contig48	100	5100	5270	3151	123245	271988	0	7246360	473827	8103910	2787650	0.058468937
LM4010	wgs19	D4010	LM4010.contig5	Mitomycin C	3698	non-circular	3698	7	0.974851	2	1	Corynebacterium phage LGCM-V5	1	NA	NA	NA	NA	NA	290	134196	0	5012934	16461	419850	4522782	0.03920686
LM3451	wgs10	D3451	LM3451.contig6	Mitomycin C	6507	non-circular	6507	2	0.982019	9	1	Aeromonas phage 3	1	NA	NA	NA	NA	NA	606	108906	0	11249492	335182	8997444	2377460	0.037253024
BN3451	wgs1	D3451	BN3451.contig4	No inducer	7239	non-circular	7239	8	0.94129	8	1	Enterococcus phage phiEf11	1	wgs1.contig11	99.97	7239	112577	7239	444	195906	6	11249492	300152	8997444	2377460	0.033359696
DM3734	wgs23	D3734	DM3734.contig16	Mitomycin C	8739	non-circular	8739	13	0.987642	12	1	Staphylococcus phage StauST398-4	1	NA	NA	NA	NA	NA	963	3061110	2	11965204	131711	7454292	4427480	0.01766915
DM3734	wgs23	D3734	DM3734.contig18	Mitomycin C	8390	non-circular	8390	18	0.980095	9	1	Mycobacterium phage Enkosi	1	NA	NA	NA	NA	NA	1677	3061110	0	11965204	131711	7454292	4427480	0.01766915
DM3734	wgs23	D3734	DM3734.contig28	Mitomycin C	5790	non-circular	5790	5	0.961485	9	1	Chrysochromulina ericina virus	1	NA	NA	NA	NA	NA	441	3061110	0	11965204	131711	7454292	4427480	0.01766915
DM3734	wgs23	D3734	DM3734.contig34	Mitomycin C	4694	non-circular	4694	19	0.988496	4	1	Enterobacteria phage YYZ-2008	1	NA	NA	NA	NA	NA	950	3061110	0	11965204	131711	7454292	4427480	0.01766915
DM3734	wgs23	D3734	DM3734.contig41	Mitomycin C	3985	non-circular	3985	22	0.91995	4	1	Oenococcus phage fOg30	1	NA	NA	NA	NA	NA	403	3061110	0	11965204	131711	7454292	4427480	0.01766915
BN3751	wgs2	D3751	BN3751.contig4	No inducer	5899	non-circular	5899	33	0.987286	6	1	Enterococcus phage phiEf11	1	wgs2.contig7	100	5899	175009	5899	1432	257188	141	9505542	80755	6918152	4032156	0.011672915
LM4014	wgs20	D4014	LM4014.contig5	Mitomycin C	3293	non-circular	3293	5	0.8843	3	1	Acinetobacter phage Ab105-3phi	1	wgs20.contig1	99.97	3293	1364363	3294	122	102274	0	10310980	94294	8080992	3191546	0.011668617
LN4014	wgs20	D4014	LN4014.contig10	No inducer	4221	non-circular	4221	11	0.993367	2	1	Citrobacter virus Merlin	1	wgs20.contig4	100	4221	522725	4221	707	99918	0	10310980	94294	8080992	3191546	0.011668617
LN4014	wgs20	D4014	LN4014.contig7	No inducer	6617	non-circular	6617	8	0.959347	7	1	Escherichia phage RCS47	1	wgs20.contig18	100	6617	12778	6485	444	99918	0	10310980	94294	8080992	3191546	0.011668617
EM3404	wgs4	D3404	EM3404.contig10	Mitomycin C	9803	non-circular	9803	23	0.953789	12	1	uncultured Mediterranean phage	1	NA	NA	NA	NA	NA	1346	237916	0	11405602	50940	6083826	2979002	0.008373021
EM3404	wgs4	D3404	EM3404.contig13	Mitomycin C	8559	non-circular	8559	32	0.99264	7	1	Catovirus CTV1	1	wgs4.contig4	100	8559	278694	8559	1700	237916	0	11405602	50940	6083826	2979002	0.008373021
EM3404	wgs4	D3404	EM3404.contig15	Mitomycin C	6387	non-circular	6387	12	0.855488	8	1	Indivirus ILV1	1	wgs4.contig7	99.98	6387	174998	6387	380	237916	0	11405602	50940	6083826	2979002	0.008373021
EM3404	wgs4	D3404	EM3404.contig17	Mitomycin C	5299	non-circular	5299	23	0.996792	5	1	Megavirus chiliensis	1	wgs4.contig1	100	5299	472457	5299	1156	237916	0	11405602	50940	6083826	2979002	0.008373021
EM3404	wgs4	D3404	EM3404.contig19	Mitomycin C	5050	non-circular	5050	26	1	6	1	Hokovirus HKV1	1	wgs4.contig367	100	5050	452	452	1454	237916	0	11405602	50940	6083826	2979002	0.008373021
EM3404	wgs4	D3404	EM3404.contig22	Mitomycin C	4908	non-circular	4908	111	1	6	1	Enterococcus phage phiEf11	1	wgs4.contig214	100	4908	534	534	5636	237916	0	11405602	50940	6083826	2979002	0.008373021
EM3404	wgs4	D3404	EM3404.contig28	Mitomycin C	3073	non-circular	3073	3	0.996746	4	1	Escherichia virus Lambda	1	wgs4.contig1	100	3073	472457	2937	421	237916	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig10	No inducer	9781	non-circular	9781	26	0.975258	7	1	Escherichia virus Lambda	1	wgs4.contig4	100	9781	278694	9781	913	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig24	No inducer	4552	non-circular	4552	11	0.987698	6	1	Pandoravirus salinus	1	wgs4.contig2	100	4552	440420	4413	474	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig25	No inducer	4482	non-circular	4482	7	0.686747	5	1	Organic Lake phycodnavirus 1	1	wgs4.contig7	99.96	4482	174998	4484	142	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig30	No inducer	3994	non-circular	3994	6	0.886329	4	1	Bacillus virus G	1	wgs4.contig3	99.97	3994	294667	3994	214	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig31	No inducer	3931	non-circular	3931	7	0.975324	4	1	Streptococcus virus MS1	1	NA	NA	NA	NA	NA	242	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig34	No inducer	3853	non-circular	3853	23	0.993252	4	1	Escherichia virus Lambda	1	wgs4.contig14	100	3853	86986	3853	660	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig35	No inducer	3832	non-circular	3832	4	0.807412	4	1	Clostridium phage phiCD211	1	wgs4.contig1	99.97	3832	472457	3183	134	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig38	No inducer	3584	non-circular	3584	1	0.855189	4	1	Acanthocystis turfacea Chlorella virus GM0701.1	1	wgs4.contig5	99.97	3584	196374	3584	134	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig39	No inducer	3374	non-circular	3374	9	0.85003	3	1	Ralstonia virus RSF1	1	wgs4.contig9	100	3374	145907	3374	125	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig40	No inducer	3292	non-circular	3292	7	0.940462	3	1	Bacillus phage proCM3	1	wgs4.contig4	100	3292	278694	3292	166	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig44	No inducer	3144	non-circular	3144	4	0.861642	3	1	Streptococcus phage phiJH1301-2	1	wgs4.contig16	100	3144	62470	3144	170	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig47	No inducer	3064	non-circular	3064	9	0.986619	1	1	Erwinia phage vB_EamM_Yoloswag	1	wgs4.contig13	100	3064	87090	2928	258	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig49	No inducer	3036	non-circular	3036	6	0.879117	4	1	Arthrobacter virus Kitkat	1	wgs4.contig5	100	3036	196374	3036	122	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig7	No inducer	12933	non-circular	12933	43	0.964974	8	1	Indivirus ILV1	1	wgs4.contig2	99.99	12933	440420	12933	1501	158738	0	11405602	50940	6083826	2979002	0.008373021
EN3754	wgs5	D3754	EN3754.contig18	No inducer	4699	non-circular	4699	12	0.998298	4	1	Enterococcus phage phiEf11	1	wgs5.contig3	100	4699	175008	4699	1010	202582	225	12377160	4574	5460912	4230680	0.000837589
EN3754	wgs5	D3754	EN3754.contig23	No inducer	3390	non-circular	3390	9	0.922714	4	1	Streptococcus phage phiZJ20091101-4	1	wgs5.contig7	99.52	3390	109431	3318	209	202582	0	12377160	4574	5460912	4230680	0.000837589
EN3754	wgs5	D3754	EN3754.contig26	No inducer	3029	non-circular	3029	3	0.870914	4	1	Hokovirus HKV1	1	wgs5.contig47	99.96	3029	10886	2569	143	202582	0	12377160	4574	5460912	4230680	0.000837589
LM3894	wgs15	D3894	LM3894.contig2	Mitomycin C	5056	non-circular	5056	1872	1	6	1	Cellulophaga phage phiSM	1	wgs15.contig18	100	5056	5270	3600	105508	191764	0	7246360	2797	8103910	2787650	0.000345142
LM3891	wgs14	D3891	LM3891.contig6	Mitomycin C	3035	circular	3035	140	1	6	0	NA	0	wgs14.contig46	100	3035	3021	2907	6986	171904	23	10950974	2205999	11627230	7181074	0.18972696
LN3891	wgs14	D3891	LN3891.contig6	No inducer	3035	circular	3035	351	1	5	0	NA	0	wgs14.contig46	100	3035	3021	1769	15454	121524	23	10950974	2205999	11627230	7181074	0.18972696
DNM3951	wgs25	D3951	DNM3951.contig14	No inducer	5294	circular	5294	72	1	6	0	NA	0	wgs25.contig54	100	5294	5280	4249	9134	2719292	1399	8458284	866608	9746080	6326444	0.088918622
LN4010	wgs19	D4010	LN4010.contig4	No inducer	3035	circular	3035	9	0.965733	7	0	NA	0	wgs19.contig8	97.56	3035	307460	41	293	61304	0	5012934	16461	419850	4522782	0.03920686
DM3400	wgs22	D3400	DM3400.contig22	Mitomycin C	3281	non-circular	3281	9	0.951234	3	0	NA	0	NA	NA	NA	NA	NA	232	2382644	0	10292330	9753467	9846934	9770662	0.99050801
LM3570	wgs11	D3570	LM3570.contig10	Mitomycin C	3351	non-circular	3351	34	0.999403	6	0	NA	0	NA	NA	NA	NA	NA	2794	111066	0	9661064	2517665	2922434	1119716	0.861495931
LM3570	wgs11	D3570	LM3570.contig12	Mitomycin C	3311	non-circular	3311	39	0.999698	1	0	NA	0	NA	NA	NA	NA	NA	2564	111066	0	9661064	2517665	2922434	1119716	0.861495931
LM3570	wgs11	D3570	LM3570.contig14	Mitomycin C	3016	non-circular	3016	34	0.999668	4	0	NA	0	NA	NA	NA	NA	NA	1878	111066	0	9661064	2517665	2922434	1119716	0.861495931
LM3570	wgs11	D3570	LM3570.contig15	Mitomycin C	3009	non-circular	3009	510	0.986374	5	0	NA	0	NA	NA	NA	NA	NA	28712	111066	0	9661064	2517665	2922434	1119716	0.861495931
LM3570	wgs11	D3570	LM3570.contig2	Mitomycin C	7971	non-circular	7971	73	0.999875	8	0	NA	0	NA	NA	NA	NA	NA	5268	111066	0	9661064	2517665	2922434	1119716	0.861495931
LM3570	wgs11	D3570	LM3570.contig3	Mitomycin C	7491	non-circular	7491	0	0.0260312	6	0	NA	0	NA	NA	NA	NA	NA	24	111066	0	9661064	2517665	2922434	1119716	0.861495931
LM3570	wgs11	D3570	LM3570.contig4	Mitomycin C	7251	non-circular	7251	70	1	4	0	NA	0	NA	NA	NA	NA	NA	3090	111066	0	9661064	2517665	2922434	1119716	0.861495931
LM3570	wgs11	D3570	LM3570.contig5	Mitomycin C	6936	non-circular	6936	10	0.969435	4	0	NA	0	NA	NA	NA	NA	NA	773	111066	0	9661064	2517665	2922434	1119716	0.861495931
LM3570	wgs11	D3570	LM3570.contig6	Mitomycin C	6842	non-circular	6842	1	NA	3	0	NA	0	NA	NA	NA	NA	NA	1	111066	0	9661064	2517665	2922434	1119716	0.861495931
LM3570	wgs11	D3570	LM3570.contig7	Mitomycin C	4121	non-circular	4121	0	NA	4	0	NA	0	NA	NA	NA	NA	NA	10	111066	0	9661064	2517665	2922434	1119716	0.861495931
LM3570	wgs11	D3570	LM3570.contig8	Mitomycin C	3766	non-circular	3766	8	0.99947	3	0	NA	0	NA	NA	NA	NA	NA	761	111066	0	9661064	2517665	2922434	1119716	0.861495931
LM3570	wgs11	D3570	LM3570.contig9	Mitomycin C	3664	non-circular	3664	0	NA	2	0	NA	0	NA	NA	NA	NA	NA	0	111066	0	9661064	2517665	2922434	1119716	0.861495931
LN3570	wgs11	D3570	LN3570.contig10	No inducer	3695	non-circular	3695	0	NA	9	0	NA	0	NA	NA	NA	NA	NA	0	57846	0	9661064	2517665	2922434	1119716	0.861495931
LN3570	wgs11	D3570	LN3570.contig11	No inducer	3688	non-circular	3688	0	NA	5	0	NA	0	NA	NA	NA	NA	NA	0	57846	0	9661064	2517665	2922434	1119716	0.861495931
LN3570	wgs11	D3570	LN3570.contig13	No inducer	3102	non-circular	3102	0	NA	5	0	NA	0	NA	NA	NA	NA	NA	2	57846	0	9661064	2517665	2922434	1119716	0.861495931
LN3570	wgs11	D3570	LN3570.contig15	No inducer	3016	non-circular	3016	0	NA	2	0	NA	0	NA	NA	NA	NA	NA	0	57846	0	9661064	2517665	2922434	1119716	0.861495931
LN3570	wgs11	D3570	LN3570.contig2	No inducer	7243	non-circular	7243	0	NA	6	0	NA	0	NA	NA	NA	NA	NA	0	57846	0	9661064	2517665	2922434	1119716	0.861495931
LN3570	wgs11	D3570	LN3570.contig3	No inducer	6337	non-circular	6337	0	NA	8	0	NA	0	NA	NA	NA	NA	NA	0	57846	0	9661064	2517665	2922434	1119716	0.861495931
LN3570	wgs11	D3570	LN3570.contig4	No inducer	5557	non-circular	5557	11	0.956271	3	0	NA	0	NA	NA	NA	NA	NA	528	57846	0	9661064	2517665	2922434	1119716	0.861495931
LN3570	wgs11	D3570	LN3570.contig5	No inducer	4674	non-circular	4674	0	NA	6	0	NA	0	NA	NA	NA	NA	NA	0	57846	0	9661064	2517665	2922434	1119716	0.861495931
LN3570	wgs11	D3570	LN3570.contig6	No inducer	4439	non-circular	4439	184	1	9	0	NA	0	wgs11.contig2	100	4439	737364	4439	9401	57846	0	9661064	2517665	2922434	1119716	0.861495931
DM3754	wgs24	D3754	DM3754.contig12	Mitomycin C	3013	non-circular	3013	7	0.939927	3	0	NA	0	wgs24.contig35	100	3013	56079	2722	266	2941598	569	12377160	3904731	5460912	4230680	0.715032764
DM3754	wgs24	D3754	DM3754.contig3	Mitomycin C	5424	non-circular	5424	16	0.970317	6	0	NA	0	wgs24.contig35	100	5424	56079	5424	566	2941598	799	12377160	3904731	5460912	4230680	0.715032764
DM3754	wgs24	D3754	DM3754.contig9	Mitomycin C	3459	non-circular	3459	6	0.908066	4	0	NA	0	wgs24.contig35	100	3459	56079	3459	293	2941598	488	12377160	3904731	5460912	4230680	0.715032764
DNM3754	wgs24	D3754	DNM3754.contig10	No inducer	4593	non-circular	4593	9	0.972349	5	0	NA	0	wgs24.contig60	100	4593	24577	4593	483	2886312	26	12377160	3904731	5460912	4230680	0.715032764
DNM3754	wgs24	D3754	DNM3754.contig11	No inducer	4334	non-circular	4334	15	0.946009	4	0	NA	0	wgs24.contig35	100	4334	56079	4334	356	2886312	1028	12377160	3904731	5460912	4230680	0.715032764
DNM3754	wgs24	D3754	DNM3754.contig7	No inducer	5795	non-circular	5795	11	0.928041	6	0	NA	0	wgs24.contig35	100	5795	56079	5714	490	2886312	847	12377160	3904731	5460912	4230680	0.715032764
LN3984	wgs18	D3984	LN3984.contig12	No inducer	3691	non-circular	3691	9	0.783256	3	0	NA	0	wgs18.contig4	99.97	3691	371624	3691	135	128186	864	9815116	1631220	8879628	6171168	0.183703642
LM3654	wgs13	D3654	LM3654.contig10	Mitomycin C	3154	non-circular	3154	5	0.904566	4	0	NA	0	wgs13.contig4	100	3154	424287	3154	160	209382	96	10610270	929376	5669372	4582092	0.163929268
LM3654	wgs13	D3654	LM3654.contig7	Mitomycin C	4837	non-circular	4837	9	0.886293	4	0	NA	0	wgs13.contig4	100	4837	424287	4837	215	209382	15	10610270	929376	5669372	4582092	0.163929268
LN3654	wgs13	D3654	LN3654.contig7	No inducer	3418	non-circular	3418	3	0.850205	4	0	NA	0	wgs13.contig4	99.97	3418	424287	3418	169	147448	302	10610270	929376	5669372	4582092	0.163929268
LN3654	wgs13	D3654	LN3654.contig8	No inducer	3403	non-circular	3403	6	0.924185	4	0	NA	0	wgs13.contig4	100	3403	424287	3403	154	147448	139	10610270	929376	5669372	4582092	0.163929268
LN3654	wgs13	D3654	LN3654.contig9	No inducer	3234	non-circular	3234	2	0.728818	5	0	NA	0	wgs13.contig4	99.97	3234	424287	3234	116	147448	36	10610270	929376	5669372	4582092	0.163929268
DM3951	wgs25	D3951	DM3951.contig5	Mitomycin C	7010	non-circular	7010	11	0.992867	7	0	NA	0	wgs25.contig21	100	7010	97922	7010	1119	2738854	210	8458284	866608	9746080	6326444	0.088918622
DNM3951	wgs25	D3951	DNM3951.contig19	No inducer	3857	non-circular	3857	6	0.891107	5	0	NA	0	wgs25.contig12	99.95	3857	143857	3778	320	2719292	62	8458284	866608	9746080	6326444	0.088918622
DNM3951	wgs25	D3951	DNM3951.contig22	No inducer	3396	non-circular	3396	8	0.984393	2	0	NA	0	wgs25.contig15	99.97	3396	119824	3396	319	2719292	27	8458284	866608	9746080	6326444	0.088918622
DNM3951	wgs25	D3951	DNM3951.contig23	No inducer	3245	non-circular	3245	7	0.899538	6	0	NA	0	wgs25.contig12	100	3245	143857	3245	273	2719292	52	8458284	866608	9746080	6326444	0.088918622
DNM3951	wgs25	D3951	DNM3951.contig24	No inducer	3185	non-circular	3185	11	0.85777	3	0	NA	0	wgs25.contig23	100	3185	95144	3185	219	2719292	49	8458284	866608	9746080	6326444	0.088918622
LM3404	wgs9	D3404	LM3404.contig3	Mitomycin C	3588	non-circular	3588	249	1	4	0	NA	0	wgs9.contig3	100	3588	346103	3588	18520	134010	2133	11405602	326764	6083826	2979002	0.05371028
DM3734	wgs23	D3734	DM3734.contig15	Mitomycin C	8807	non-circular	8807	23	0.993641	11	0	NA	0	NA	NA	NA	NA	NA	2153	3061110	0	11965204	131711	7454292	4427480	0.01766915
DM3734	wgs23	D3734	DM3734.contig17	Mitomycin C	8687	non-circular	8687	23	0.994359	7	0	NA	0	NA	NA	NA	NA	NA	1392	3061110	0	11965204	131711	7454292	4427480	0.01766915
DM3734	wgs23	D3734	DM3734.contig31	Mitomycin C	5311	non-circular	5311	24	0.983995	6	0	NA	0	NA	NA	NA	NA	NA	1067	3061110	0	11965204	131711	7454292	4427480	0.01766915
DM3734	wgs23	D3734	DM3734.contig32	Mitomycin C	5258	non-circular	5258	18	0.992773	3	0	NA	0	NA	NA	NA	NA	NA	780	3061110	0	11965204	131711	7454292	4427480	0.01766915
DM3734	wgs23	D3734	DM3734.contig39	Mitomycin C	4173	non-circular	4173	8	0.96669	4	0	NA	0	NA	NA	NA	NA	NA	330	3061110	0	11965204	131711	7454292	4427480	0.01766915
DM3734	wgs23	D3734	DM3734.contig40	Mitomycin C	4049	non-circular	4049	10	0.971598	3	0	NA	0	NA	NA	NA	NA	NA	647	3061110	0	11965204	131711	7454292	4427480	0.01766915
DM3734	wgs23	D3734	DM3734.contig46	Mitomycin C	3808	non-circular	3808	7	0.993172	5	0	NA	0	NA	NA	NA	NA	NA	678	3061110	0	11965204	131711	7454292	4427480	0.01766915
DM3734	wgs23	D3734	DM3734.contig48	Mitomycin C	3570	non-circular	3570	10	0.985154	3	0	NA	0	NA	NA	NA	NA	NA	548	3061110	0	11965204	131711	7454292	4427480	0.01766915
DM3734	wgs23	D3734	DM3734.contig50	Mitomycin C	3354	non-circular	3354	15	0.924568	3	0	NA	0	NA	NA	NA	NA	NA	611	3061110	0	11965204	131711	7454292	4427480	0.01766915
DNM3734	wgs23	D3734	DNM3734.contig6	No inducer	5401	non-circular	5401	17	0.992039	8	0	NA	0	NA	NA	NA	NA	NA	737	2175788	0	11965204	131711	7454292	4427480	0.01766915
BN3751	wgs2	D3751	BN3751.contig6	No inducer	4635	non-circular	4635	0	0.930529	6	0	NA	0	NA	NA	NA	NA	NA	319	257188	0	9505542	80755	6918152	4032156	0.011672915
BN3751	wgs2	D3751	BN3751.contig7	No inducer	3509	non-circular	3509	7	0.964377	3	0	NA	0	NA	NA	NA	NA	NA	426	257188	0	9505542	80755	6918152	4032156	0.011672915
BN3751	wgs2	D3751	BN3751.contig8	No inducer	3311	non-circular	3311	13	0.901842	3	0	NA	0	NA	NA	NA	NA	NA	188	257188	0	9505542	80755	6918152	4032156	0.011672915
LM4014	wgs20	D4014	LM4014.contig4	Mitomycin C	3988	non-circular	3988	8	0.958877	4	0	NA	0	wgs20.contig4	99.97	3988	522725	3858	398	102274	2	10310980	94294	8080992	3191546	0.011668617
LN4014	wgs20	D4014	LN4014.contig8	No inducer	6277	non-circular	6277	17	0.999522	5	0	NA	0	wgs20.contig15	100	6277	26664	6138	1406	99918	0	10310980	94294	8080992	3191546	0.011668617
EM3404	wgs4	D3404	EM3404.contig16	Mitomycin C	5704	non-circular	5704	31	0.957048	6	0	NA	0	NA	NA	NA	NA	NA	815	237916	0	11405602	50940	6083826	2979002	0.008373021
EM3404	wgs4	D3404	EM3404.contig18	Mitomycin C	5166	non-circular	5166	4	0.817073	4	0	NA	0	wgs4.contig1	100	5166	472457	4123	246	237916	0	11405602	50940	6083826	2979002	0.008373021
EM3404	wgs4	D3404	EM3404.contig26	Mitomycin C	3824	non-circular	3824	5	0.998693	5	0	NA	0	NA	NA	NA	NA	NA	526	237916	0	11405602	50940	6083826	2979002	0.008373021
EM3404	wgs4	D3404	EM3404.contig27	Mitomycin C	3240	non-circular	3240	8	0.979013	4	0	NA	0	NA	NA	NA	NA	NA	408	237916	0	11405602	50940	6083826	2979002	0.008373021
EM3404	wgs4	D3404	EM3404.contig6	Mitomycin C	15596	non-circular	15596	0	NA	14	0	NA	0	NA	NA	NA	NA	NA	4	237916	0	11405602	50940	6083826	2979002	0.008373021
EM3404	wgs4	D3404	EM3404.contig9	Mitomycin C	9945	non-circular	9945	0	NA	5	0	NA	0	NA	NA	NA	NA	NA	0	237916	0	11405602	50940	6083826	2979002	0.008373021
EN3404	wgs4	D3404	EN3404.contig16	No inducer	7688	non-circular	7688	7	0.886446	6	0	NA	0	wgs4.contig12	99.71	7688	92981	2750	409	158738	94	11405602	50940	6083826	2979002	0.008373021
